Postcode,Response,Error
6290,"[{""id"": 11235, ""description"": ""AUGUSTA WA 6290""}, {""id"": 9678, ""description"": ""DEEPDENE WA 6290""}, {""id"": 15300, ""description"": ""EAST AUGUSTA WA 6290""}, {""id"": 14323, ""description"": ""KUDARDUP WA 6290""}, {""id"": 13923, ""description"": ""LEEUWIN WA 6290""}, {""id"": 3644, ""description"": ""MOLLOY ISLAND WA 6290""}]",
6302,"[{""id"": 10533, ""description"": ""BADGIN WA 6302""}, {""id"": 10546, ""description"": ""BALLADONG WA 6302""}, {""id"": 8818, ""description"": ""BURGES WA 6302""}, {""id"": 9268, ""description"": ""CALJIE WA 6302""}, {""id"": 9883, ""description"": ""COLD HARBOUR WA 6302""}, {""id"": 9714, ""description"": ""DALIAK WA 6302""}, {""id"": 14838, ""description"": ""FLINT WA 6302""}, {""id"": 16219, ""description"": ""FLYNN WA 6302""}, {""id"": 16548, ""description"": ""GILGERING WA 6302""}, {""id"": 16023, ""description"": ""GREENHILLS WA 6302""}, {""id"": 15866, ""description"": ""GWAMBYGINE WA 6302""}, {""id"": 12676, ""description"": ""INKPEN WA 6302""}, {""id"": 14127, ""description"": ""KAURING WA 6302""}, {""id"": 2897, ""description"": ""MALEBELLING WA 6302""}, {""id"": 3265, ""description"": ""MOUNT HARDEY WA 6302""}, {""id"": 3107, ""description"": ""MOUNT OBSERVATION WA 6302""}, {""id"": 735, ""description"": ""NARRALOGGAN WA 6302""}, {""id"": 1095, ""description"": ""QUELLINGTON WA 6302""}, {""id"": 6568, ""description"": ""ST RONANS WA 6302""}, {""id"": 8230, ""description"": ""TALBOT WA 6302""}, {""id"": 8217, ""description"": ""TALBOT WEST WA 6302""}, {""id"": 5709, ""description"": ""WILBERFORCE WA 6302""}, {""id"": 5536, ""description"": ""YORK WA 6302""}]",
6304,"[{""id"": 10477, ""description"": ""BALLY BALLY WA 6304""}, {""id"": 11962, ""description"": ""BEVERLEY WA 6304""}, {""id"": 9709, ""description"": ""DALE WA 6304""}, {""id"": 15306, ""description"": ""EAST BEVERLEY WA 6304""}, {""id"": 14293, ""description"": ""KOKEBY WA 6304""}, {""id"": 4094, ""description"": ""MORBINNING WA 6304""}, {""id"": 5832, ""description"": ""WESTDALE WA 6304""}]",
6306,"[{""id"": 11079, ""description"": ""ALDERSYDE WA 6306""}, {""id"": 11658, ""description"": ""BROOKTON WA 6306""}, {""id"": 9043, ""description"": ""BULYEE WA 6306""}, {""id"": 12853, ""description"": ""JELCOBINE WA 6306""}, {""id"": 13610, ""description"": ""KWEDA WA 6306""}]",
6308,"[{""id"": 10053, ""description"": ""CODJATOTINE WA 6308""}, {""id"": 15464, ""description"": ""DWARDA WA 6308""}, {""id"": 15294, ""description"": ""EAST PINGELLY WA 6308""}, {""id"": 12985, ""description"": ""HASTINGS WA 6308""}, {""id"": 2068, ""description"": ""PINGELLY WA 6308""}, {""id"": 1282, ""description"": ""PUMPHREYS BRIDGE WA 6308""}, {""id"": 6679, ""description"": ""SPRINGS WA 6308""}, {""id"": 4383, ""description"": ""WANDERING WA 6308""}, {""id"": 5860, ""description"": ""WEST PINGELLY WA 6308""}]",
6309,"[{""id"": 15297, ""description"": ""EAST POPANYINNING WA 6309""}, {""id"": 1836, ""description"": ""POPANYINNING WA 6309""}, {""id"": 8005, ""description"": ""STRATHERNE WA 6309""}, {""id"": 5863, ""description"": ""WEST POPANYINNING WA 6309""}]",
6311,"[{""id"": 9898, ""description"": ""COMMODINE WA 6311""}, {""id"": 10274, ""description"": ""CONTINE WA 6311""}, {""id"": 9321, ""description"": ""CUBALLING WA 6311""}, {""id"": 15133, ""description"": ""DRYANDRA WA 6311""}, {""id"": 2839, ""description"": ""LOL GRAY WA 6311""}, {""id"": 7578, ""description"": ""TOWNSENDALE WA 6311""}, {""id"": 4197, ""description"": ""WARDERING WA 6311""}, {""id"": 5545, ""description"": ""YORNANING WA 6311""}]",
6312,"[{""id"": 11431, ""description"": ""BOUNDAIN WA 6312""}, {""id"": 15439, ""description"": ""DUMBERNING WA 6312""}, {""id"": 13395, ""description"": ""HILLSIDE WA 6312""}, {""id"": 3773, ""description"": ""MINIGIN WA 6312""}, {""id"": 558, ""description"": ""NARROGIN WA 6312""}, {""id"": 559, ""description"": ""NARROGIN VALLEY WA 6312""}, {""id"": 813, ""description"": ""NOMANS LAKE WA 6312""}, {""id"": 7542, ""description"": ""TOOLIBIN WA 6312""}, {""id"": 5458, ""description"": ""YILLIMINNING WA 6312""}]",
6313,"[{""id"": 13349, ""description"": ""HIGHBURY WA 6313""}]",
6315,"[{""id"": 11163, ""description"": ""ARTHUR RIVER WA 6315""}, {""id"": 10565, ""description"": ""BALLAYING WA 6315""}, {""id"": 9151, ""description"": ""CANCANNING WA 6315""}, {""id"": 9837, ""description"": ""COLLANILLING WA 6315""}, {""id"": 15224, ""description"": ""DONGOLOCKING WA 6315""}, {""id"": 15886, ""description"": ""GUNDARING WA 6315""}, {""id"": 12489, ""description"": ""JALORAN WA 6315""}, {""id"": 13830, ""description"": ""LIME LAKE WA 6315""}, {""id"": 3762, ""description"": ""MINDING WA 6315""}, {""id"": 1977, ""description"": ""PIESSEVILLE WA 6315""}, {""id"": 5015, ""description"": ""WAGIN WA 6315""}, {""id"": 4622, ""description"": ""WEDGECARRUP WA 6315""}]",
6316,"[{""id"": 11484, ""description"": ""BOYERINE WA 6316""}, {""id"": 8298, ""description"": ""CARTMETICUP WA 6316""}, {""id"": 16422, ""description"": ""GLENCOE WA 6316""}, {""id"": 14190, ""description"": ""KENMARE WA 6316""}, {""id"": 5920, ""description"": ""WESTWOOD WA 6316""}, {""id"": 6019, ""description"": ""WOODANILLING WA 6316""}]",
6317,"[{""id"": 10528, ""description"": ""BADGEBUP WA 6317""}, {""id"": 101169, ""description"": ""BULLOCK HILLS WA 6317""}, {""id"": 8285, ""description"": ""CARROLUP WA 6317""}, {""id"": 10058, ""description"": ""COBLININE WA 6317""}, {""id"": 9454, ""description"": ""COYRECUP WA 6317""}, {""id"": 9624, ""description"": ""DATATINE WA 6317""}, {""id"": 14900, ""description"": ""EWLYAMARTUP WA 6317""}, {""id"": 14115, ""description"": ""KATANNING WA 6317""}, {""id"": 2313, ""description"": ""MARRACOONDA WA 6317""}, {""id"": 4047, ""description"": ""MOOJEBING WA 6317""}, {""id"": 3421, ""description"": ""MURDONG WA 6317""}, {""id"": 2057, ""description"": ""PINWERNYING WA 6317""}, {""id"": 6238, ""description"": ""SOUTH DATATINE WA 6317""}, {""id"": 6314, ""description"": ""SOUTH GLENCOE WA 6317""}]",
6318,"[{""id"": 11651, ""description"": ""BROOMEHILL WA 6318""}, {""id"": 11652, ""description"": ""BROOMEHILL EAST WA 6318""}, {""id"": 11653, ""description"": ""BROOMEHILL VILLAGE WA 6318""}, {""id"": 11654, ""description"": ""BROOMEHILL WEST WA 6318""}]",
6320,"[{""id"": 12194, ""description"": ""BOBALONG WA 6320""}, {""id"": 11590, ""description"": ""BORDERDALE WA 6320""}, {""id"": 9616, ""description"": ""DARTNALL WA 6320""}, {""id"": 13556, ""description"": ""LAKE TOOLBRUNUP WA 6320""}, {""id"": 4027, ""description"": ""MOONIES HILL WA 6320""}, {""id"": 8062, ""description"": ""TAMBELLUP WA 6320""}, {""id"": 4396, ""description"": ""WANSBROUGH WA 6320""}]",
6321,"[{""id"": 9545, ""description"": ""CRANBROOK WA 6321""}]",
6322,"[{""id"": 7483, ""description"": ""TENTERDEN WA 6322""}]",
6323,"[{""id"": 14185, ""description"": ""KENDENUP WA 6323""}]",
6324,"[{""id"": 9652, ""description"": ""DENBARKER WA 6324""}, {""id"": 16179, ""description"": ""FOREST HILL WA 6324""}, {""id"": 3994, ""description"": ""MOUNT BARKER WA 6324""}, {""id"": 1565, ""description"": ""PERILLUP WA 6324""}, {""id"": 1874, ""description"": ""PORONGURUP WA 6324""}, {""id"": 6468, ""description"": ""SOUTH STIRLING WA 6324""}, {""id"": 8270, ""description"": ""TAKALARUP WA 6324""}, {""id"": 5334, ""description"": ""WOOGENELLUP WA 6324""}]",
6326,"[{""id"": 556, ""description"": ""NARRIKUP WA 6326""}]",
6327,"[{""id"": 1432, ""description"": ""REDMOND WA 6327""}, {""id"": 1433, ""description"": ""REDMOND WEST WA 6327""}]",
6328,"[{""id"": 8581, ""description"": ""CHEYNES WA 6328""}, {""id"": 15764, ""description"": ""GNOWELLEN WA 6328""}, {""id"": 15940, ""description"": ""GREEN RANGE WA 6328""}, {""id"": 14275, ""description"": ""KOJANEERUP SOUTH WA 6328""}, {""id"": 2934, ""description"": ""MANYPEAKS WA 6328""}, {""id"": 2372, ""description"": ""METTLER WA 6328""}, {""id"": 283, ""description"": ""PALMDALE WA 6328""}, {""id"": 4402, ""description"": ""WELLSTEAD WA 6328""}]",
6330,"[{""id"": 11119, ""description"": ""ALBANY WA 6330""}, {""id"": 10820, ""description"": ""BAYONET HEAD WA 6330""}, {""id"": 11929, ""description"": ""BIG GROVE WA 6330""}, {""id"": 11598, ""description"": ""BORNHOLM WA 6330""}, {""id"": 8718, ""description"": ""CENTENNIAL PARK WA 6330""}, {""id"": 9857, ""description"": ""COLLINGWOOD HEIGHTS WA 6330""}, {""id"": 9860, ""description"": ""COLLINGWOOD PARK WA 6330""}, {""id"": 9742, ""description"": ""CUTHBERT WA 6330""}, {""id"": 15110, ""description"": ""DROME WA 6330""}, {""id"": 14737, ""description"": ""ELLEKER WA 6330""}, {""id"": 14541, ""description"": ""EMU POINT WA 6330""}, {""id"": 16086, ""description"": ""FRENCHMAN BAY WA 6330""}, {""id"": 16316, ""description"": ""GLEDHOW WA 6330""}, {""id"": 15744, ""description"": ""GOODE BEACH WA 6330""}, {""id"": 15975, ""description"": ""GREEN VALLEY WA 6330""}, {""id"": 12682, ""description"": ""KALGAN WA 6330""}, {""id"": 14412, ""description"": ""KING RIVER WA 6330""}, {""id"": 14320, ""description"": ""KRONKUP WA 6330""}, {""id"": 13879, ""description"": ""LANGE WA 6330""}, {""id"": 2762, ""description"": ""LITTLE GROVE WA 6330""}, {""id"": 2822, ""description"": ""LOCKYER WA 6330""}, {""id"": 2617, ""description"": ""LOWER KING WA 6330""}, {""id"": 2694, ""description"": ""LOWLANDS WA 6330""}, {""id"": 2239, ""description"": ""MARBELUP WA 6330""}, {""id"": 2177, ""description"": ""MCKAIL WA 6330""}, {""id"": 2354, ""description"": ""MIDDLETON BEACH WA 6330""}, {""id"": 2403, ""description"": ""MILLBROOK WA 6330""}, {""id"": 3792, ""description"": ""MILPARA WA 6330""}, {""id"": 3868, ""description"": ""MIRA MAR WA 6330""}, {""id"": 3966, ""description"": ""MOUNT CLARENCE WA 6330""}, {""id"": 3281, ""description"": ""MOUNT ELPHINSTONE WA 6330""}, {""id"": 3151, ""description"": ""MOUNT MELVILLE WA 6330""}, {""id"": 668, ""description"": ""NANARUP WA 6330""}, {""id"": 758, ""description"": ""NAPIER WA 6330""}, {""id"": 211, ""description"": ""NULLAKI WA 6330""}, {""id"": 399, ""description"": ""ORANA WA 6330""}, {""id"": 1909, ""description"": ""PORT ALBANY WA 6330""}, {""id"": 1404, ""description"": ""ROBINSON WA 6330""}, {""id"": 7127, ""description"": ""SANDPATCH WA 6330""}, {""id"": 7086, ""description"": ""SEPPINGS WA 6330""}, {""id"": 6624, ""description"": ""SPENCER PARK WA 6330""}, {""id"": 7602, ""description"": ""TORBAY WA 6330""}, {""id"": 7603, ""description"": ""TORNDIRRUP WA 6330""}, {""id"": 5142, ""description"": ""VANCOUVER PENINSULA WA 6330""}, {""id"": 4280, ""description"": ""WALMSLEY WA 6330""}, {""id"": 4206, ""description"": ""WARRENUP WA 6330""}, {""id"": 4524, ""description"": ""WEST CAPE HOWE WA 6330""}, {""id"": 6123, ""description"": ""WILLYUNG WA 6330""}, {""id"": 5267, ""description"": ""YAKAMIA WA 6330""}, {""id"": 5554, ""description"": ""YOUNGS SIDING WA 6330""}]",
6331,"[{""id"": 11121, ""description"": ""ALBANY DC WA 6331""}]",
6332,"[{""id"": 11122, ""description"": ""ALBANY PO WA 6332""}]",
6333,"[{""id"": 11441, ""description"": ""BOW BRIDGE WA 6333""}, {""id"": 9667, ""description"": ""DENMARK WA 6333""}, {""id"": 12954, ""description"": ""HAY WA 6333""}, {""id"": 13040, ""description"": ""HAZELVALE WA 6333""}, {""id"": 14018, ""description"": ""KENTDALE WA 6333""}, {""id"": 14352, ""description"": ""KORDABUP WA 6333""}, {""id"": 3328, ""description"": ""MOUNT LINDESAY WA 6333""}, {""id"": 3136, ""description"": ""MOUNT ROMANCE WA 6333""}, {""id"": 784, ""description"": ""NORNALUP WA 6333""}, {""id"": 79, ""description"": ""OCEAN BEACH WA 6333""}, {""id"": 1694, ""description"": ""PARRYVILLE WA 6333""}, {""id"": 1799, ""description"": ""PEACEFUL BAY WA 6333""}, {""id"": 7207, ""description"": ""SCOTSDALE WA 6333""}, {""id"": 7065, ""description"": ""SHADFORTH WA 6333""}, {""id"": 7656, ""description"": ""TINGLEDALE WA 6333""}, {""id"": 4838, ""description"": ""TRENT WA 6333""}, {""id"": 5817, ""description"": ""WILLIAM BAY WA 6333""}]",
6335,"[{""id"": 15763, ""description"": ""GNOWANGERUP WA 6335""}, {""id"": 12539, ""description"": ""JACKITUP WA 6335""}, {""id"": 14204, ""description"": ""KEBARINGUP WA 6335""}, {""id"": 275, ""description"": ""PALLINUP WA 6335""}]",
6336,"[{""id"": 9494, ""description"": ""COWALELLUP WA 6336""}, {""id"": 2845, ""description"": ""MILLS LAKE WA 6336""}, {""id"": 3756, ""description"": ""MINDARABIN WA 6336""}, {""id"": 547, ""description"": ""NEEDILUP WA 6336""}, {""id"": 444, ""description"": ""ONGERUP WA 6336""}, {""id"": 7556, ""description"": ""TOOMPUP WA 6336""}]",
6337,"[{""id"": 14860, ""description"": ""FITZGERALD WA 6337""}, {""id"": 16068, ""description"": ""GAIRDNER WA 6337""}, {""id"": 12516, ""description"": ""JACUP WA 6337""}, {""id"": 12812, ""description"": ""JERRAMUNGUP WA 6337""}, {""id"": 4469, ""description"": ""WEST FITZGERALD WA 6337""}]",
6338,"[{""id"": 10989, ""description"": ""AMELUP WA 6338""}, {""id"": 11588, ""description"": ""BORDEN WA 6338""}, {""id"": 11414, ""description"": ""BOXWOOD HILL WA 6338""}, {""id"": 11816, ""description"": ""BREMER BAY WA 6338""}, {""id"": 3055, ""description"": ""MAGITUP WA 6338""}, {""id"": 3746, ""description"": ""MONJEBUP WA 6338""}, {""id"": 654, ""description"": ""NALYERLUP WA 6338""}, {""id"": 191, ""description"": ""NORTH STIRLINGS WA 6338""}, {""id"": 7931, ""description"": ""STIRLING RANGE NATIONAL PARK WA 6338""}]",
6341,"[{""id"": 33, ""description"": ""NYABING WA 6341""}]",
6343,"[{""id"": 2006, ""description"": ""PINGRUP WA 6343""}]",
6346,"[{""id"": 14864, ""description"": ""FITZGERALD RIVER NATIONAL PARK WA 6346""}, {""id"": 12866, ""description"": ""JERDACUTTUP WA 6346""}, {""id"": 1108, ""description"": ""RAVENSTHORPE WA 6346""}, {""id"": 5869, ""description"": ""WEST RIVER WA 6346""}]",
6348,"[{""id"": 13306, ""description"": ""HOPETOUN WA 6348""}]",
6350,"[{""id"": 9032, ""description"": ""BULLOCK HILLS WA 6350""}, {""id"": 15441, ""description"": ""DUMBLEYUNG WA 6350""}, {""id"": 677, ""description"": ""NAIRIBIN WA 6350""}, {""id"": 986, ""description"": ""NIPPERING WA 6350""}]",
6351,"[{""id"": 3946, ""description"": ""MOULYINNING WA 6351""}, {""id"": 864, ""description"": ""NORTH MOULYINNING WA 6351""}]",
6352,"[{""id"": 13906, ""description"": ""KUKERIN WA 6352""}, {""id"": 2573, ""description"": ""MERILUP WA 6352""}, {""id"": 845, ""description"": ""NORTH KUKERIN WA 6352""}, {""id"": 6335, ""description"": ""SOUTH KUKERIN WA 6352""}]",
6353,"[{""id"": 10672, ""description"": ""BEENONG WA 6353""}, {""id"": 8857, ""description"": ""BUNICHE WA 6353""}, {""id"": 13973, ""description"": ""KUENDER WA 6353""}, {""id"": 13457, ""description"": ""LAKE GRACE WA 6353""}, {""id"": 2906, ""description"": ""MALLEE HILL WA 6353""}, {""id"": 535, ""description"": ""NEENDALING WA 6353""}, {""id"": 882, ""description"": ""NORTH BURNGUP WA 6353""}, {""id"": 848, ""description"": ""NORTH LAKE GRACE WA 6353""}, {""id"": 6305, ""description"": ""SOUTH LAKE GRACE WA 6353""}, {""id"": 8147, ""description"": ""TARIN ROCK WA 6353""}]",
6355,"[{""id"": 15420, ""description"": ""DUNN ROCK WA 6355""}, {""id"": 15290, ""description"": ""EAST NEWDEGATE WA 6355""}, {""id"": 13212, ""description"": ""HOLT ROCK WA 6355""}, {""id"": 13582, ""description"": ""LAKE BIDDY WA 6355""}, {""id"": 13496, ""description"": ""LAKE CAMM WA 6355""}, {""id"": 3101, ""description"": ""MAGENTA WA 6355""}, {""id"": 3215, ""description"": ""MOUNT SHERIDAN WA 6355""}, {""id"": 963, ""description"": ""NEWDEGATE WA 6355""}, {""id"": 6290, ""description"": ""SOUTH NEWDEGATE WA 6355""}, {""id"": 5141, ""description"": ""VARLEY WA 6355""}]",
6356,"[{""id"": 12991, ""description"": ""HATTER HILL WA 6356""}, {""id"": 13467, ""description"": ""LAKE KING WA 6356""}, {""id"": 3326, ""description"": ""MOUNT MADDEN WA 6356""}]",
6357,"[{""id"": 2005, ""description"": ""PINGARING WA 6357""}]",
6358,"[{""id"": 14148, ""description"": ""KARLGARIN WA 6358""}]",
6359,"[{""id"": 16199, ""description"": ""FORRESTANIA WA 6359""}, {""id"": 12648, ""description"": ""HYDEN WA 6359""}, {""id"": 2765, ""description"": ""LITTLE ITALY WA 6359""}]",
6361,"[{""id"": 13156, ""description"": ""HARRISMITH WA 6361""}, {""id"": 7648, ""description"": ""TINCURRIN WA 6361""}]",
6363,"[{""id"": 15101, ""description"": ""DUDININ WA 6363""}, {""id"": 4293, ""description"": ""WALYURIN WA 6363""}]",
6365,"[{""id"": 12830, ""description"": ""JILAKIN WA 6365""}, {""id"": 12915, ""description"": ""JITARNING WA 6365""}, {""id"": 13622, ""description"": ""KULIN WA 6365""}, {""id"": 13623, ""description"": ""KULIN WEST WA 6365""}]",
6367,"[{""id"": 14284, ""description"": ""KONDININ WA 6367""}]",
6368,"[{""id"": 6336, ""description"": ""SOUTH KUMMININ WA 6368""}]",
6369,"[{""id"": 3183, ""description"": ""MOUNT WALKER WA 6369""}, {""id"": 715, ""description"": ""NAREMBEEN WA 6369""}, {""id"": 4934, ""description"": ""WADDERIN WA 6369""}, {""id"": 4478, ""description"": ""WEST HOLLETON WA 6369""}, {""id"": 5407, ""description"": ""WOOLOCUTTY WA 6369""}]",
6370,"[{""id"": 15377, ""description"": ""EAST WICKEPIN WA 6370""}, {""id"": 94996, ""description"": ""GILLIMANNING WA 6370""}, {""id"": 2858, ""description"": ""MALYALLING WA 6370""}, {""id"": 5739, ""description"": ""WICKEPIN WA 6370""}, {""id"": 6005, ""description"": ""WOGOLIN WA 6370""}]",
6372,"[{""id"": 14428, ""description"": ""KIRK ROCK WA 6372""}, {""id"": 5479, ""description"": ""YEALERING WA 6372""}]",
6373,"[{""id"": 8948, ""description"": ""BULLARING WA 6373""}]",
6375,"[{""id"": 11012, ""description"": ""ADAMSVALE WA 6375""}, {""id"": 12009, ""description"": ""BILBARIN WA 6375""}, {""id"": 10159, ""description"": ""CORRIGIN WA 6375""}, {""id"": 15590, ""description"": ""GORGE ROCK WA 6375""}, {""id"": 13644, ""description"": ""KUNJIN WA 6375""}, {""id"": 13601, ""description"": ""KURRENKUTTEN WA 6375""}]",
6383,"[{""id"": 10536, ""description"": ""BADJALING WA 6383""}, {""id"": 10574, ""description"": ""BALKULING WA 6383""}, {""id"": 9323, ""description"": ""CUBBINE WA 6383""}, {""id"": 9828, ""description"": ""DANGIN WA 6383""}, {""id"": 15135, ""description"": ""DOODENANNING WA 6383""}, {""id"": 15099, ""description"": ""DULBELLING WA 6383""}, {""id"": 3219, ""description"": ""MOUNT STIRLING WA 6383""}, {""id"": 1255, ""description"": ""QUAIRADING WA 6383""}, {""id"": 6301, ""description"": ""SOUTH QUAIRADING WA 6383""}, {""id"": 4332, ""description"": ""WAMENUSKING WA 6383""}, {""id"": 5547, ""description"": ""YOTING WA 6383""}]",
6384,"[{""id"": 354, ""description"": ""PANTAPIN WA 6384""}]",
6385,"[{""id"": 13647, ""description"": ""KWOLYIN WA 6385""}]",
6386,"[{""id"": 7082, ""description"": ""SHACKLETON WA 6386""}]",
6390,"[{""id"": 10454, ""description"": ""BANNISTER WA 6390""}, {""id"": 12174, ""description"": ""BODDINGTON WA 6390""}, {""id"": 9442, ""description"": ""CROSSMAN WA 6390""}, {""id"": 2601, ""description"": ""LOWER HOTHAM WA 6390""}, {""id"": 2314, ""description"": ""MARRADONG WA 6390""}, {""id"": 3623, ""description"": ""MOUNT COOKE WA 6390""}, {""id"": 3191, ""description"": ""MOUNT WELLS WA 6390""}, {""id"": 798, ""description"": ""NORTH BANNISTER WA 6390""}, {""id"": 1145, ""description"": ""RANFORD WA 6390""}, {""id"": 5101, ""description"": ""UPPER MURRAY WA 6390""}, {""id"": 5188, ""description"": ""WURAMING WA 6390""}]",
6391,"[{""id"": 1038, ""description"": ""QUINDANNING WA 6391""}, {""id"": 5789, ""description"": ""WILLIAMS WA 6391""}]",
6392,"[{""id"": 12261, ""description"": ""BOKAL WA 6392""}, {""id"": 9771, ""description"": ""DARDADINE WA 6392""}, {""id"": 9779, ""description"": ""DARKAN WA 6392""}, {""id"": 2157, ""description"": ""MEEKING WA 6392""}]",
6393,"[{""id"": 15508, ""description"": ""DURANILLIN WA 6393""}, {""id"": 3815, ""description"": ""MOODIARRUP WA 6393""}]",
6394,"[{""id"": 10661, ""description"": ""BEAUFORT RIVER WA 6394""}, {""id"": 12226, ""description"": ""BOILUP WA 6394""}, {""id"": 11607, ""description"": ""BOSCABEL WA 6394""}, {""id"": 8688, ""description"": ""CHANGERUP WA 6394""}, {""id"": 3632, ""description"": ""MOKUP WA 6394""}, {""id"": 3412, ""description"": ""MURADUP WA 6394""}, {""id"": 414, ""description"": ""ORCHID VALLEY WA 6394""}, {""id"": 1165, ""description"": ""QUALEUP WA 6394""}]",
6395,"[{""id"": 8760, ""description"": ""CHERRY TREE POOL WA 6395""}, {""id"": 12911, ""description"": ""JINGALUP WA 6395""}, {""id"": 14277, ""description"": ""KOJONUP WA 6395""}, {""id"": 2657, ""description"": ""LUMEAH WA 6395""}, {""id"": 3662, ""description"": ""MOBRUP WA 6395""}, {""id"": 6836, ""description"": ""RYANSBROOK WA 6395""}]",
6396,"[{""id"": 16245, ""description"": ""FRANKLAND RIVER WA 6396""}]",
6397,"[{""id"": 6890, ""description"": ""ROCKY GULLY WA 6397""}]",
6398,"[{""id"": 11770, ""description"": ""BROKE WA 6398""}, {""id"": 131, ""description"": ""NORTH WALPOLE WA 6398""}, {""id"": 4285, ""description"": ""WALPOLE WA 6398""}]",
6401,"[{""id"": 10351, ""description"": ""BUCKLAND WA 6401""}, {""id"": 8860, ""description"": ""BURLONG WA 6401""}, {""id"": 9435, ""description"": ""CUNJARDINE WA 6401""}, {""id"": 12435, ""description"": ""IRISHTOWN WA 6401""}, {""id"": 12858, ""description"": ""JENNACUBBINE WA 6401""}, {""id"": 12859, ""description"": ""JENNAPULLIN WA 6401""}, {""id"": 94997, ""description"": ""KATRINE WA 6401""}, {""id"": 2885, ""description"": ""MALABAINE WA 6401""}, {""id"": 2159, ""description"": ""MEENAAR WA 6401""}, {""id"": 3631, ""description"": ""MOKINE WA 6401""}, {""id"": 3605, ""description"": ""MULUCKINE WA 6401""}, {""id"": 3611, ""description"": ""MUMBERKINE WA 6401""}, {""id"": 3423, ""description"": ""MURESK WA 6401""}, {""id"": 147, ""description"": ""NORTHAM WA 6401""}, {""id"": 6951, ""description"": ""ROSSMORE WA 6401""}, {""id"": 6657, ""description"": ""SOUTHERN BROOK WA 6401""}, {""id"": 6625, ""description"": ""SPENCERS BROOK WA 6401""}, {""id"": 7337, ""description"": ""THROSSELL WA 6401""}, {""id"": 6061, ""description"": ""WONGAMINE WA 6401""}]",
6403,"[{""id"": 15959, ""description"": ""GRASS VALLEY WA 6403""}]",
6405,"[{""id"": 15990, ""description"": ""GREENWOODS VALLEY WA 6405""}, {""id"": 2146, ""description"": ""MECKERING WA 6405""}, {""id"": 1094, ""description"": ""QUELAGETTING WA 6405""}, {""id"": 4198, ""description"": ""WARDING EAST WA 6405""}]",
6407,"[{""id"": 9428, ""description"": ""CUNDERDIN WA 6407""}, {""id"": 4941, ""description"": ""WAEEL WA 6407""}, {""id"": 4570, ""description"": ""WATERCARRIN WA 6407""}, {""id"": 5270, ""description"": ""WYOLA WEST WA 6407""}, {""id"": 5550, ""description"": ""YOUNDEGIN WA 6407""}]",
6409,"[{""id"": 186, ""description"": ""NORTH TAMMIN WA 6409""}, {""id"": 6632, ""description"": ""SOUTH TAMMIN WA 6409""}, {""id"": 8074, ""description"": ""TAMMIN WA 6409""}]",
6410,"[{""id"": 9751, ""description"": ""DAADENNING CREEK WA 6410""}, {""id"": 14223, ""description"": ""KELLERBERRIN WA 6410""}, {""id"": 3975, ""description"": ""MOUNT CAROLINE WA 6410""}, {""id"": 844, ""description"": ""NORTH KELLERBERRIN WA 6410""}]",
6411,"[{""id"": 15134, ""description"": ""DOODLAKINE WA 6411""}, {""id"": 6239, ""description"": ""SOUTH DOODLAKINE WA 6411""}]",
6412,"[{""id"": 11218, ""description"": ""BAANDEE WA 6412""}, {""id"": 796, ""description"": ""NORTH BAANDEE WA 6412""}]",
6413,"[{""id"": 13414, ""description"": ""HINES HILL WA 6413""}]",
6414,"[{""id"": 709, ""description"": ""NANGEENAN WA 6414""}]",
6415,"[{""id"": 15578, ""description"": ""GOOMARIN WA 6415""}, {""id"": 14351, ""description"": ""KORBEL WA 6415""}, {""id"": 2527, ""description"": ""MERREDIN WA 6415""}, {""id"": 810, ""description"": ""NOKANING WA 6415""}, {""id"": 786, ""description"": ""NORPA WA 6415""}, {""id"": 8024, ""description"": ""TANDEGIN WA 6415""}]",
6418,"[{""id"": 11748, ""description"": ""BRUCE ROCK WA 6418""}]",
6419,"[{""id"": 11370, ""description"": ""ARDATH WA 6419""}]",
6420,"[{""id"": 9473, ""description"": ""CRAMPHORNE WA 6420""}, {""id"": 3409, ""description"": ""MUNTADGIN WA 6420""}]",
6421,"[{""id"": 8923, ""description"": ""BURRACOPPIN WA 6421""}, {""id"": 6235, ""description"": ""SOUTH BURRACOPPIN WA 6421""}, {""id"": 4249, ""description"": ""WARRALAKIN WA 6421""}]",
6422,"[{""id"": 5011, ""description"": ""WALGOOLAN WA 6422""}]",
6423,"[{""id"": 11556, ""description"": ""BOODAROCKIN WA 6423""}, {""id"": 8325, ""description"": ""CARRABIN WA 6423""}, {""id"": 4168, ""description"": ""WARRACHUPPIN WA 6423""}, {""id"": 5884, ""description"": ""WESTONIA WA 6423""}]",
6424,"[{""id"": 12172, ""description"": ""BODALLIN WA 6424""}, {""id"": 807, ""description"": ""NORTH BODALLIN WA 6424""}, {""id"": 6226, ""description"": ""SOUTH BODALLIN WA 6424""}]",
6425,"[{""id"": 15431, ""description"": ""DULYALBIN WA 6425""}, {""id"": 4127, ""description"": ""MOORINE ROCK WA 6425""}]",
